ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
795-45-5753|3531243292127790|Olivia|Cole|F|527 Taylor Roads Suite 490|Dallas|TX|75208|32.7492|-96.8389|1263321|Management consultant|1950-02-09|79488406665|adults_50up_female_urban.json|9cd5d6393a1e5a5c1bb4ac891633c108|2026-01-10|14:47:13|1768049233|personal_care|15.55|0|fraud_Hahn, Bahringer and McLaughlin|33.470755|-95.888152
795-45-5753|3531243292127790|Olivia|Cole|F|527 Taylor Roads Suite 490|Dallas|TX|75208|32.7492|-96.8389|1263321|Management consultant|1950-02-09|79488406665|adults_50up_female_urban.json|ce0fbc8567f2043533ab50df276ae3a7|2026-01-10|16:22:19|1768054939|kids_pets|81.27|0|fraud_Streich, Rolfson and Wilderman|32.010732|-97.097820
450-68-8565|3555466590515181|Meghan|Mitchell|F|1925 Ponce Square|Bryan|TX|77807|30.6711|-96.4799|89322|Nurse, children's|1945-07-15|653388872137|adults_50up_female_urban.json|a725045764d86c6fff06ca0168401650|2026-01-03|02:09:02|1767398942|grocery_pos|301.44|1|fraud_Lockman, West and Runte|30.901855|-96.983359
450-68-8565|3555466590515181|Meghan|Mitchell|F|1925 Ponce Square|Bryan|TX|77807|30.6711|-96.4799|89322|Nurse, children's|1945-07-15|653388872137|adults_50up_female_urban.json|2bc8ec186a29fa79c9ab608bc7a054eb|2026-01-03|03:01:51|1767402111|grocery_pos|309.35|1|fraud_DuBuque LLC|31.401715|-97.160501
450-68-8565|3555466590515181|Meghan|Mitchell|F|1925 Ponce Square|Bryan|TX|77807|30.6711|-96.4799|89322|Nurse, children's|1945-07-15|653388872137|adults_50up_female_urban.json|dce60b4d03577a33d680f23584fa993b|2026-01-03|03:37:56|1767404276|grocery_pos|300.89|1|fraud_Miller-Hauck|30.325972|-96.324526
450-68-8565|3555466590515181|Meghan|Mitchell|F|1925 Ponce Square|Bryan|TX|77807|30.6711|-96.4799|89322|Nurse, children's|1945-07-15|653388872137|adults_50up_female_urban.json|289b43ad629d0140a76698ce4ddc6e9c|2026-01-04|23:49:58|1767563398|shopping_net|747.39|1|fraud_Gerlach Inc|30.296530|-95.953657
450-68-8565|3555466590515181|Meghan|Mitchell|F|1925 Ponce Square|Bryan|TX|77807|30.6711|-96.4799|89322|Nurse, children's|1945-07-15|653388872137|adults_50up_female_urban.json|4332ab2f1da565627802b339eb0170e9|2026-01-04|22:17:01|1767557821|shopping_net|895.32|1|fraud_Greenholt, O'Hara and Balistreri|30.667631|-96.450450
450-68-8565|3555466590515181|Meghan|Mitchell|F|1925 Ponce Square|Bryan|TX|77807|30.6711|-96.4799|89322|Nurse, children's|1945-07-15|653388872137|adults_50up_female_urban.json|2caf3230ad8e1d19ceab1bd5834c6986|2026-01-04|23:51:09|1767563469|misc_net|902.94|1|fraud_Greenfelder, Bartoletti and Davis|30.668619|-96.862819
450-68-8565|3555466590515181|Meghan|Mitchell|F|1925 Ponce Square|Bryan|TX|77807|30.6711|-96.4799|89322|Nurse, children's|1945-07-15|653388872137|adults_50up_female_urban.json|6ce8cd9ccbcce48db6c1268429412938|2026-01-04|22:44:21|1767559461|shopping_pos|871.21|1|fraud_Mayert Group|29.717453|-95.589434
450-68-8565|3555466590515181|Meghan|Mitchell|F|1925 Ponce Square|Bryan|TX|77807|30.6711|-96.4799|89322|Nurse, children's|1945-07-15|653388872137|adults_50up_female_urban.json|babbf6fa497b8aee225f21d6bfda18f6|2026-01-04|22:42:32|1767559352|home|290.22|1|fraud_O'Connell-Ullrich|30.681989|-95.546527
450-68-8565|3555466590515181|Meghan|Mitchell|F|1925 Ponce Square|Bryan|TX|77807|30.6711|-96.4799|89322|Nurse, children's|1945-07-15|653388872137|adults_50up_female_urban.json|38b8edd2bec2ee6f92bb6cc26684a482|2026-01-05|08:13:24|1767593604|entertainment|104.37|0|fraud_Kilback and Sons|31.548997|-95.969970
450-68-8565|3555466590515181|Meghan|Mitchell|F|1925 Ponce Square|Bryan|TX|77807|30.6711|-96.4799|89322|Nurse, children's|1945-07-15|653388872137|adults_50up_female_urban.json|9ca11646b5e471a78b9198664f0679a4|2026-01-06|09:27:06|1767684426|food_dining|58.16|0|fraud_Kihn-Schuster|30.069216|-96.461655
450-68-8565|3555466590515181|Meghan|Mitchell|F|1925 Ponce Square|Bryan|TX|77807|30.6711|-96.4799|89322|Nurse, children's|1945-07-15|653388872137|adults_50up_female_urban.json|0d8d0571cb63d49dec2d8221486b0922|2026-01-01|00:59:20|1767221960|gas_transport|1057.25|0|fraud_Rodriguez Group|30.671256|-97.389293
450-68-8565|3555466590515181|Meghan|Mitchell|F|1925 Ponce Square|Bryan|TX|77807|30.6711|-96.4799|89322|Nurse, children's|1945-07-15|653388872137|adults_50up_female_urban.json|15cd311ed91bcf2b253a88377bb0993c|2026-01-02|09:55:11|1767340511|grocery_pos|19.01|0|fraud_Osinski, Ledner and Leuschke|31.149739|-96.881431
450-68-8565|3555466590515181|Meghan|Mitchell|F|1925 Ponce Square|Bryan|TX|77807|30.6711|-96.4799|89322|Nurse, children's|1945-07-15|653388872137|adults_50up_female_urban.json|2f322504d8f90c3e2b595cef2f87ff76|2026-01-05|09:11:29|1767597089|entertainment|155.63|0|fraud_Brown-Greenholt|30.735780|-96.062420
450-68-8565|3555466590515181|Meghan|Mitchell|F|1925 Ponce Square|Bryan|TX|77807|30.6711|-96.4799|89322|Nurse, children's|1945-07-15|653388872137|adults_50up_female_urban.json|62eda05f1bca20596a5637715523ca16|2026-01-07|23:18:05|1767820685|health_fitness|46.49|0|fraud_Graham and Sons|30.270681|-95.848402
450-68-8565|3555466590515181|Meghan|Mitchell|F|1925 Ponce Square|Bryan|TX|77807|30.6711|-96.4799|89322|Nurse, children's|1945-07-15|653388872137|adults_50up_female_urban.json|4557ec7a38f6485dfbfe0b542615baa9|2026-01-10|19:35:32|1768066532|personal_care|25.18|0|fraud_Monahan-Morar|30.407816|-96.132287
450-68-8565|3555466590515181|Meghan|Mitchell|F|1925 Ponce Square|Bryan|TX|77807|30.6711|-96.4799|89322|Nurse, children's|1945-07-15|653388872137|adults_50up_female_urban.json|26984ff3fda0e2886bc1c9f467580f56|2026-01-10|17:38:13|1768059493|personal_care|2.56|0|fraud_Erdman-Schaden|31.630896|-96.312496
450-68-8565|3555466590515181|Meghan|Mitchell|F|1925 Ponce Square|Bryan|TX|77807|30.6711|-96.4799|89322|Nurse, children's|1945-07-15|653388872137|adults_50up_female_urban.json|ac1c18ed3bc3c668835f78c4caa9d977|2026-01-08|21:59:01|1767902341|home|14.38|0|fraud_Jakubowski Inc|31.264610|-96.029252
450-68-8565|3555466590515181|Meghan|Mitchell|F|1925 Ponce Square|Bryan|TX|77807|30.6711|-96.4799|89322|Nurse, children's|1945-07-15|653388872137|adults_50up_female_urban.json|81dce13d7a35e9a2b326d1cb765fe2ef|2026-01-10|21:07:39|1768072059|personal_care|55.72|0|fraud_Kub PLC|31.047187|-97.426606
450-68-8565|3555466590515181|Meghan|Mitchell|F|1925 Ponce Square|Bryan|TX|77807|30.6711|-96.4799|89322|Nurse, children's|1945-07-15|653388872137|adults_50up_female_urban.json|79f57807598bed4940db7faec79c91fa|2026-01-07|17:42:13|1767800533|health_fitness|22.78|0|fraud_Thompson-Gleason|30.620280|-95.545759
450-68-8565|3555466590515181|Meghan|Mitchell|F|1925 Ponce Square|Bryan|TX|77807|30.6711|-96.4799|89322|Nurse, children's|1945-07-15|653388872137|adults_50up_female_urban.json|4aab643a5a25020b1f7ccb18a499e0e6|2026-01-09|21:10:41|1767985841|home|49.88|0|fraud_Koss, Hansen and Lueilwitz|31.236908|-95.927576
450-68-8565|3555466590515181|Meghan|Mitchell|F|1925 Ponce Square|Bryan|TX|77807|30.6711|-96.4799|89322|Nurse, children's|1945-07-15|653388872137|adults_50up_female_urban.json|3f494440ba758fc68142a121f9d6708e|2026-01-08|13:53:24|1767873204|home|19.92|0|fraud_Wuckert-Goldner|30.826369|-96.037100
450-68-8565|3555466590515181|Meghan|Mitchell|F|1925 Ponce Square|Bryan|TX|77807|30.6711|-96.4799|89322|Nurse, children's|1945-07-15|653388872137|adults_50up_female_urban.json|aa25a7155f5e129ec571c11293ae64a9|2026-01-07|22:54:03|1767819243|health_fitness|13.85|0|fraud_Reilly and Sons|30.838147|-97.138876
450-68-8565|3555466590515181|Meghan|Mitchell|F|1925 Ponce Square|Bryan|TX|77807|30.6711|-96.4799|89322|Nurse, children's|1945-07-15|653388872137|adults_50up_female_urban.json|2bd6a465ab74da4236bad2f73ff92de5|2026-01-10|13:37:02|1768045022|travel|8.51|0|fraud_Lynch-Mohr|30.929150|-96.240428
450-68-8565|3555466590515181|Meghan|Mitchell|F|1925 Ponce Square|Bryan|TX|77807|30.6711|-96.4799|89322|Nurse, children's|1945-07-15|653388872137|adults_50up_female_urban.json|5d1aae11687fdfedad49bc8a17ef1de9|2026-01-07|12:36:44|1767782204|health_fitness|76.62|0|fraud_Kulas Group|31.353434|-97.184349
450-68-8565|3555466590515181|Meghan|Mitchell|F|1925 Ponce Square|Bryan|TX|77807|30.6711|-96.4799|89322|Nurse, children's|1945-07-15|653388872137|adults_50up_female_urban.json|d0060a5ca3918adcf447fa6a290637b9|2026-01-07|20:39:00|1767811140|health_fitness|66.38|0|fraud_Torp, Muller and Borer|31.032554|-97.416759
450-68-8565|3555466590515181|Meghan|Mitchell|F|1925 Ponce Square|Bryan|TX|77807|30.6711|-96.4799|89322|Nurse, children's|1945-07-15|653388872137|adults_50up_female_urban.json|a83eb0469f2394c44f4981370a08b6e9|2026-01-07|13:43:13|1767786193|food_dining|26.55|0|fraud_Haag-Blanda|31.567510|-97.260109
450-68-8565|3555466590515181|Meghan|Mitchell|F|1925 Ponce Square|Bryan|TX|77807|30.6711|-96.4799|89322|Nurse, children's|1945-07-15|653388872137|adults_50up_female_urban.json|1955c8a49371958724102d164f069427|2026-01-10|13:04:20|1768043060|personal_care|52.36|0|fraud_Langworth LLC|29.708975|-96.852515
450-68-8565|3555466590515181|Meghan|Mitchell|F|1925 Ponce Square|Bryan|TX|77807|30.6711|-96.4799|89322|Nurse, children's|1945-07-15|653388872137|adults_50up_female_urban.json|468d0cbe5ee4ed0226d2a322711f93f8|2026-01-09|15:04:23|1767963863|home|9.33|0|fraud_Hettinger, McCullough and Fay|29.973963|-96.098899
087-40-9158|6528168505423579|Cheryl|Cooke|F|41888 Ebony Wells|Staten Island|NY|10301|40.6316|-74.0927|468730|Waste management officer|1951-09-06|653397880348|adults_50up_female_urban.json|560e732e33ccd8cc28a67335d134bb0b|2026-01-03|00:44:38|1767393878|grocery_pos|10.41|1|fraud_Hudson-Ratke|39.977965|-73.268452
087-40-9158|6528168505423579|Cheryl|Cooke|F|41888 Ebony Wells|Staten Island|NY|10301|40.6316|-74.0927|468730|Waste management officer|1951-09-06|653397880348|adults_50up_female_urban.json|e6adc6c226bb24b1debcfde754d6eb9e|2026-01-03|00:45:20|1767393920|grocery_pos|295.31|1|fraud_Rowe, Batz and Goodwin|40.316254|-74.384126
087-40-9158|6528168505423579|Cheryl|Cooke|F|41888 Ebony Wells|Staten Island|NY|10301|40.6316|-74.0927|468730|Waste management officer|1951-09-06|653397880348|adults_50up_female_urban.json|9d85107751b82a123fbec1f2f7964f84|2026-01-03|03:16:22|1767402982|gas_transport|305.50|1|fraud_Harber Inc|41.175580|-73.650851
087-40-9158|6528168505423579|Cheryl|Cooke|F|41888 Ebony Wells|Staten Island|NY|10301|40.6316|-74.0927|468730|Waste management officer|1951-09-06|653397880348|adults_50up_female_urban.json|f1ebd2240ccee73bffe205945b0d796d|2026-01-03|03:28:28|1767403708|grocery_pos|261.47|1|fraud_Kovacek, Dibbert and Ondricka|40.918218|-73.706073
087-40-9158|6528168505423579|Cheryl|Cooke|F|41888 Ebony Wells|Staten Island|NY|10301|40.6316|-74.0927|468730|Waste management officer|1951-09-06|653397880348|adults_50up_female_urban.json|b4c4d6958e8462422ec917693a272a0e|2026-01-03|02:53:13|1767401593|grocery_pos|274.81|1|fraud_Hudson-Ratke|40.851753|-74.708172
087-40-9158|6528168505423579|Cheryl|Cooke|F|41888 Ebony Wells|Staten Island|NY|10301|40.6316|-74.0927|468730|Waste management officer|1951-09-06|653397880348|adults_50up_female_urban.json|4ab6e1e593ec1e66aa28b54cb4a083ce|2026-01-03|01:34:21|1767396861|grocery_pos|307.40|1|fraud_O'Keefe-Hudson|40.124638|-73.976527
087-40-9158|6528168505423579|Cheryl|Cooke|F|41888 Ebony Wells|Staten Island|NY|10301|40.6316|-74.0927|468730|Waste management officer|1951-09-06|653397880348|adults_50up_female_urban.json|a9160f11e25b5b41af9b98ec7599e5ec|2026-01-04|23:48:14|1767563294|shopping_net|929.00|1|fraud_Stanton, Jakubowski and Baumbach|40.081334|-73.146879
087-40-9158|6528168505423579|Cheryl|Cooke|F|41888 Ebony Wells|Staten Island|NY|10301|40.6316|-74.0927|468730|Waste management officer|1951-09-06|653397880348|adults_50up_female_urban.json|7b95e1c858f9ee81f62baaba0bd96d90|2026-01-03|23:04:53|1767474293|misc_net|1000.68|1|fraud_Bogisich-Homenick|40.226829|-74.514692
087-40-9158|6528168505423579|Cheryl|Cooke|F|41888 Ebony Wells|Staten Island|NY|10301|40.6316|-74.0927|468730|Waste management officer|1951-09-06|653397880348|adults_50up_female_urban.json|eb922902bababec18a6f3abe96473cda|2026-01-04|21:51:33|1767556293|shopping_pos|1125.23|1|fraud_Baumbach, Hodkiewicz and Walsh|40.046156|-73.682723
087-40-9158|6528168505423579|Cheryl|Cooke|F|41888 Ebony Wells|Staten Island|NY|10301|40.6316|-74.0927|468730|Waste management officer|1951-09-06|653397880348|adults_50up_female_urban.json|daf20526381b9ccfa1fe5afcda00b9a3|2026-01-04|23:22:16|1767561736|shopping_pos|934.09|1|fraud_Pfeffer and Sons|40.265681|-74.395094
087-40-9158|6528168505423579|Cheryl|Cooke|F|41888 Ebony Wells|Staten Island|NY|10301|40.6316|-74.0927|468730|Waste management officer|1951-09-06|653397880348|adults_50up_female_urban.json|fad3f488c37e8ac4f2f49e1babf79577|2026-01-04|22:25:44|1767558344|shopping_net|877.14|1|fraud_Kassulke PLC|41.499001|-73.501889
087-40-9158|6528168505423579|Cheryl|Cooke|F|41888 Ebony Wells|Staten Island|NY|10301|40.6316|-74.0927|468730|Waste management officer|1951-09-06|653397880348|adults_50up_female_urban.json|5cf3a15d41e6e1396081346a424aeda2|2026-01-04|23:30:38|1767562238|shopping_net|932.88|1|fraud_Medhurst PLC|40.178515|-74.848952
087-40-9158|6528168505423579|Cheryl|Cooke|F|41888 Ebony Wells|Staten Island|NY|10301|40.6316|-74.0927|468730|Waste management officer|1951-09-06|653397880348|adults_50up_female_urban.json|ee197521bd774d4f3ec5ddd806ef51c0|2026-01-01|11:47:43|1767260863|gas_transport|73.22|0|fraud_Rodriguez Group|40.116516|-73.753032
087-40-9158|6528168505423579|Cheryl|Cooke|F|41888 Ebony Wells|Staten Island|NY|10301|40.6316|-74.0927|468730|Waste management officer|1951-09-06|653397880348|adults_50up_female_urban.json|41fbc9bb49e7c1defa2728ce69047244|2026-01-02|06:02:23|1767326543|grocery_pos|88.37|0|fraud_Kuhic Inc|39.736582|-74.266097
087-40-9158|6528168505423579|Cheryl|Cooke|F|41888 Ebony Wells|Staten Island|NY|10301|40.6316|-74.0927|468730|Waste management officer|1951-09-06|653397880348|adults_50up_female_urban.json|bf825ebe68032f33dfca52a1d9336fb2|2026-01-06|06:10:39|1767672639|entertainment|72.90|0|fraud_Goldner-Lemke|41.173132|-75.082337
087-40-9158|6528168505423579|Cheryl|Cooke|F|41888 Ebony Wells|Staten Island|NY|10301|40.6316|-74.0927|468730|Waste management officer|1951-09-06|653397880348|adults_50up_female_urban.json|b3c058b585402b16a4889285fc1a9fac|2026-01-06|02:16:06|1767658566|food_dining|4.80|0|fraud_Kuphal-Toy|40.732305|-73.234501
087-40-9158|6528168505423579|Cheryl|Cooke|F|41888 Ebony Wells|Staten Island|NY|10301|40.6316|-74.0927|468730|Waste management officer|1951-09-06|653397880348|adults_50up_female_urban.json|1db09e25fb2a3a43782ee6dc1928f410|2026-01-01|08:29:35|1767248975|gas_transport|7.28|0|fraud_Stroman, Hudson and Erdman|40.030512|-73.164872
087-40-9158|6528168505423579|Cheryl|Cooke|F|41888 Ebony Wells|Staten Island|NY|10301|40.6316|-74.0927|468730|Waste management officer|1951-09-06|653397880348|adults_50up_female_urban.json|5e9fc68ccf9a1037f9bad1994aad697d|2026-01-02|10:53:50|1767344030|grocery_net|5.06|0|fraud_Harris, Gusikowski and Heaney|40.273935|-73.800904
087-40-9158|6528168505423579|Cheryl|Cooke|F|41888 Ebony Wells|Staten Island|NY|10301|40.6316|-74.0927|468730|Waste management officer|1951-09-06|653397880348|adults_50up_female_urban.json|23c9f64ba952f8ab0195e0b455751d60|2026-01-02|06:34:42|1767328482|grocery_pos|78.51|0|fraud_Schumm, Bauch and Ondricka|41.447474|-74.913779
087-40-9158|6528168505423579|Cheryl|Cooke|F|41888 Ebony Wells|Staten Island|NY|10301|40.6316|-74.0927|468730|Waste management officer|1951-09-06|653397880348|adults_50up_female_urban.json|26ad9f4199ad702954996b362ab077a7|2026-01-06|06:30:09|1767673809|food_dining|122.94|0|fraud_Conroy-Emard|41.077835|-73.219361
087-40-9158|6528168505423579|Cheryl|Cooke|F|41888 Ebony Wells|Staten Island|NY|10301|40.6316|-74.0927|468730|Waste management officer|1951-09-06|653397880348|adults_50up_female_urban.json|e76c0d51e880c8cc5a0694137b71f8a0|2026-01-08|18:22:03|1767889323|home|2.68|0|fraud_Botsford and Sons|41.458059|-74.742570
087-40-9158|6528168505423579|Cheryl|Cooke|F|41888 Ebony Wells|Staten Island|NY|10301|40.6316|-74.0927|468730|Waste management officer|1951-09-06|653397880348|adults_50up_female_urban.json|69f24053221714f5f16e23b8c76c2757|2026-01-10|13:47:35|1768045655|personal_care|82.50|0|fraud_Nader-Maggio|41.396090|-74.741123
087-40-9158|6528168505423579|Cheryl|Cooke|F|41888 Ebony Wells|Staten Island|NY|10301|40.6316|-74.0927|468730|Waste management officer|1951-09-06|653397880348|adults_50up_female_urban.json|ba49eb765c0c22db892330a593ca456f|2026-01-07|15:53:25|1767794005|health_fitness|107.31|0|fraud_Dare-Gibson|41.470870|-73.098356
087-40-9158|6528168505423579|Cheryl|Cooke|F|41888 Ebony Wells|Staten Island|NY|10301|40.6316|-74.0927|468730|Waste management officer|1951-09-06|653397880348|adults_50up_female_urban.json|76bb72cc40fef6d347d25d4efa974286|2026-01-07|14:53:22|1767790402|health_fitness|28.66|0|fraud_Heller PLC|40.425589|-74.101932
